id_x,synopsis,rating,genre,director,writer,theater_date,dvd_date,currency,box_office,runtime,studio,date_index,index,id_y,release_date,movie,production_budget,domestic_gross,worldwide_gross
713,"Four moms whose only common ground is their kids' preschool class, decide to get together for a harmless ""fun mom dinner."" The night begins as a disaster, but the combination of alcohol, karaoke, and a cute bartender, leads to an unforgettable night where these seemingly different women realize they have more in common than motherhood and men.",R,Comedy,Alethea Jones,Julie Rudd,"Aug 4, 2017","Aug 4, 2017",,,89.0,,2017-08-04,2017-08-04,95,"Aug 4, 2017",The Dark Tower,60000000,50701325,113461527
713,"Four moms whose only common ground is their kids' preschool class, decide to get together for a harmless ""fun mom dinner."" The night begins as a disaster, but the combination of alcohol, karaoke, and a cute bartender, leads to an unforgettable night where these seemingly different women realize they have more in common than motherhood and men.",R,Comedy,Alethea Jones,Julie Rudd,"Aug 4, 2017","Aug 4, 2017",,,89.0,,2017-08-04,2017-08-04,69,"Aug 4, 2017",Kidnap,21000000,30718107,34836080
713,"Four moms whose only common ground is their kids' preschool class, decide to get together for a harmless ""fun mom dinner."" The night begins as a disaster, but the combination of alcohol, karaoke, and a cute bartender, leads to an unforgettable night where these seemingly different women realize they have more in common than motherhood and men.",R,Comedy,Alethea Jones,Julie Rudd,"Aug 4, 2017","Aug 4, 2017",,,89.0,,2017-08-04,2017-08-04,93,"Aug 4, 2017",Columbus,700000,1017107,1110511
714,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",R,Comedy,Seth MacFarlane,Seth MacFarlane|Alec Sulkin|Wellesley Wild,"Jun 26, 2015","Dec 15, 2015",$,"63,883,740",120.0,Universal Pictures,2015-06-26,2015-06-26,55,"Jun 26, 2015",Ted 2,68000000,81476385,217214143
714,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",R,Comedy,Seth MacFarlane,Seth MacFarlane|Alec Sulkin|Wellesley Wild,"Jun 26, 2015","Dec 15, 2015",$,"63,883,740",120.0,Universal Pictures,2015-06-26,2015-06-26,36,"Jun 26, 2015",Max,20000000,42656255,43658157
714,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",R,Comedy,Seth MacFarlane,Seth MacFarlane|Alec Sulkin|Wellesley Wild,"Jun 26, 2015","Dec 15, 2015",$,"63,883,740",120.0,Universal Pictures,2015-06-26,2015-06-26,12,"Jun 26, 2015",Escobar: Paradise Lost,17000000,195792,3917679
714,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",R,Comedy,Seth MacFarlane,Seth MacFarlane|Alec Sulkin|Wellesley Wild,"Jun 26, 2015","Dec 15, 2015",$,"63,883,740",120.0,Universal Pictures,2015-06-26,2015-06-26,46,"Jun 26, 2015",The Algerian,1300000,0,0
715,"This psychological thriller from screenwriter Patrick Smith Kelly reunites him with his A Perfect Murder (1998) star Michael Douglas. Dr. Nathan Conrad (Douglas) is a respected adolescent therapist faced with a nightmarish scenario when his young daughter (Skye McCole Bartusiak) is snatched by Koster (Sean Bean), a criminal with a talent for high-tech surveillance. Conrad learns that the kidnapper is desperate for a critical piece of information known only to Elisabeth Burrows (Brittany Murphy), one of his catatonic pro bono patients. While his wife Aggie (Famke Janssen) remains at home, bedridden due to a broken leg, Conrad races to unlock the secret stored in Elisabeth's fractured mind, while a New York City detective (Jennifer Esposito) inches closer to discovering the Conrads' dilemma. Don't Say a Word co-stars Oliver Platt and Guy Torry and is directed by Gary Fleder, who follows up his suspense smash Kiss the Girls (1997).",R,Drama|Mystery and Suspense,Gary Fleder,Patrick Kelly|Anthony Peckham,"Sep 28, 2001","Feb 19, 2002",$,"54,218,420",110.0,20th Century Fox,2001-09-28,2001-09-28,29,"Sep 28, 2001",Donât Say a Word,50000000,54997476,104488383
715,"This psychological thriller from screenwriter Patrick Smith Kelly reunites him with his A Perfect Murder (1998) star Michael Douglas. Dr. Nathan Conrad (Douglas) is a respected adolescent therapist faced with a nightmarish scenario when his young daughter (Skye McCole Bartusiak) is snatched by Koster (Sean Bean), a criminal with a talent for high-tech surveillance. Conrad learns that the kidnapper is desperate for a critical piece of information known only to Elisabeth Burrows (Brittany Murphy), one of his catatonic pro bono patients. While his wife Aggie (Famke Janssen) remains at home, bedridden due to a broken leg, Conrad races to unlock the secret stored in Elisabeth's fractured mind, while a New York City detective (Jennifer Esposito) inches closer to discovering the Conrads' dilemma. Don't Say a Word co-stars Oliver Platt and Guy Torry and is directed by Gary Fleder, who follows up his suspense smash Kiss the Girls (1997).",R,Drama|Mystery and Suspense,Gary Fleder,Patrick Kelly|Anthony Peckham,"Sep 28, 2001","Feb 19, 2002",$,"54,218,420",110.0,20th Century Fox,2001-09-28,2001-09-28,32,"Sep 28, 2001",Hearts in Atlantis,31000000,24185781,30885781
715,"This psychological thriller from screenwriter Patrick Smith Kelly reunites him with his A Perfect Murder (1998) star Michael Douglas. Dr. Nathan Conrad (Douglas) is a respected adolescent therapist faced with a nightmarish scenario when his young daughter (Skye McCole Bartusiak) is snatched by Koster (Sean Bean), a criminal with a talent for high-tech surveillance. Conrad learns that the kidnapper is desperate for a critical piece of information known only to Elisabeth Burrows (Brittany Murphy), one of his catatonic pro bono patients. While his wife Aggie (Famke Janssen) remains at home, bedridden due to a broken leg, Conrad races to unlock the secret stored in Elisabeth's fractured mind, while a New York City detective (Jennifer Esposito) inches closer to discovering the Conrads' dilemma. Don't Say a Word co-stars Oliver Platt and Guy Torry and is directed by Gary Fleder, who follows up his suspense smash Kiss the Girls (1997).",R,Drama|Mystery and Suspense,Gary Fleder,Patrick Kelly|Anthony Peckham,"Sep 28, 2001","Feb 19, 2002",$,"54,218,420",110.0,20th Century Fox,2001-09-28,2001-09-28,55,"Sep 28, 2001",Zoolander,28000000,45172250,60780981
715,"This psychological thriller from screenwriter Patrick Smith Kelly reunites him with his A Perfect Murder (1998) star Michael Douglas. Dr. Nathan Conrad (Douglas) is a respected adolescent therapist faced with a nightmarish scenario when his young daughter (Skye McCole Bartusiak) is snatched by Koster (Sean Bean), a criminal with a talent for high-tech surveillance. Conrad learns that the kidnapper is desperate for a critical piece of information known only to Elisabeth Burrows (Brittany Murphy), one of his catatonic pro bono patients. While his wife Aggie (Famke Janssen) remains at home, bedridden due to a broken leg, Conrad races to unlock the secret stored in Elisabeth's fractured mind, while a New York City detective (Jennifer Esposito) inches closer to discovering the Conrads' dilemma. Don't Say a Word co-stars Oliver Platt and Guy Torry and is directed by Gary Fleder, who follows up his suspense smash Kiss the Girls (1997).",R,Drama|Mystery and Suspense,Gary Fleder,Patrick Kelly|Anthony Peckham,"Sep 28, 2001","Feb 19, 2002",$,"54,218,420",110.0,20th Century Fox,2001-09-28,2001-09-28,43,"Sep 28, 2001",Dinner Rush,2000000,638227,1075504
716,In this Pedro Almod,NR,Art House and International|Comedy,,,"Jan 1, 1983","Sep 9, 2003",,,116.0,,1983-01-01,1983-01-01,15,"Jan 1, 1983",E tu vivrai nel terrore - L'aldilÃ,400000,126387,126387
974,"Based on the autobiographical novel by Farley Mowat, Carroll Ballard's film chronicles the work of Tyler (Charles Martin Smith), a biologist who sets out alone on a government-sponsored mission to study the lives of Arctic wolves, an experience which ultimately becomes a journey of self-discovery as well.",PG,Action and Adventure|Drama,Carroll Ballard,Richard Kletter|Curtis Hanson|Sam Hamm,"Jan 1, 1983","Feb 22, 2000",,,105.0,,1983-01-01,1983-01-01,15,"Jan 1, 1983",E tu vivrai nel terrore - L'aldilÃ,400000,126387,126387
1735,,NR,Art House and International|Drama,Alain Tanner,Alain Tanner,"Jan 1, 1983","Jul 15, 1992",,,108.0,,1983-01-01,1983-01-01,15,"Jan 1, 1983",E tu vivrai nel terrore - L'aldilÃ,400000,126387,126387
1861,For those with a taste for the repugnant comes this gory blood-and-guts fest that tells the horrific story of a British fellow who gets kidnapped by aliens and three years later is returned carrying infectious spores that have transformed him into a kind of crab thingy that causes all kinds of perverse sexual and violent mayhem.,R,Art House and International|Horror|Science Fiction and Fantasy,Harry Bromley Davenport,Harry Bromley Davenport,"Jan 1, 1983","Sep 20, 2005",,,80.0,,1983-01-01,1983-01-01,15,"Jan 1, 1983",E tu vivrai nel terrore - L'aldilÃ,400000,126387,126387
721,"This biopic dramatizes the life of controversial Irish revolutionary leader Michael Collins from 1916 to 1922. Collins employed bloody guerrilla tactics in seeking to completely free the Emerald Isle from British rule, but he ultimately compromised, signing a treaty partitioning the island into an Irish south and a British north.",R,Drama|Mystery and Suspense,Neil Jordan,Neil Jordan,"Oct 11, 1996","Aug 27, 1997",,,117.0,,1996-10-11,1996-10-11,8,"Oct 11, 1996",The Long Kiss Goodnight,65000000,33447612,33447612
721,"This biopic dramatizes the life of controversial Irish revolutionary leader Michael Collins from 1916 to 1922. Collins employed bloody guerrilla tactics in seeking to completely free the Emerald Isle from British rule, but he ultimately compromised, signing a treaty partitioning the island into an Irish south and a British north.",R,Drama|Mystery and Suspense,Neil Jordan,Neil Jordan,"Oct 11, 1996","Aug 27, 1997",,,117.0,,1996-10-11,1996-10-11,25,"Oct 11, 1996",The Ghost and the Darkness,55000000,38564422,38564422
721,"This biopic dramatizes the life of controversial Irish revolutionary leader Michael Collins from 1916 to 1922. Collins employed bloody guerrilla tactics in seeking to completely free the Emerald Isle from British rule, but he ultimately compromised, signing a treaty partitioning the island into an Irish south and a British north.",R,Drama|Mystery and Suspense,Neil Jordan,Neil Jordan,"Oct 11, 1996","Aug 27, 1997",,,117.0,,1996-10-11,1996-10-11,84,"Oct 11, 1996",Michael Collins,25000000,11092559,27572844
721,"This biopic dramatizes the life of controversial Irish revolutionary leader Michael Collins from 1916 to 1922. Collins employed bloody guerrilla tactics in seeking to completely free the Emerald Isle from British rule, but he ultimately compromised, signing a treaty partitioning the island into an Irish south and a British north.",R,Drama|Mystery and Suspense,Neil Jordan,Neil Jordan,"Oct 11, 1996","Aug 27, 1997",,,117.0,,1996-10-11,1996-10-11,34,"Oct 11, 1996",Trees Lounge,1300000,749741,749741
723,"At the 1998 Cannes Film Festival, American independent director Todd Haynes (Safe) received the ""Artistic Achievement"" award for this re-creation of the UK glam rock scene of the early '70s. Glam rock star Brian Slade (Jonathan Rhys Meyers), who does a character named Maxwell Demon, predicts his own death onstage. As per his prediction, this happens, but when the killing is exposed as a hoax, it marks the end of Slade's stardom. A decade later, in 1984, Brit reporter and former Slade fan Arthur Stuart (Christian Bale), who witnesses the hoax murder, gets the assignment to do a ""Whatever Happened To..?"" article, and the film's plot suddenly goes into a prismatic Citizen Kane mode, reflecting various angles on Slade's life and career. Arthur visits the wheelchair-bound Cecil (Michael Feast), who discovered Slade, and then tracks Slade through his early life and his initial encounter with outrageous, maniacal American singer Curt Wild (Ewan McGregor). Slade's rise begins as manager Jerry Divine (Brit comedian Eddie Izzard) moves in to take over the performer's career. Ex-wife Mandy Slade (Toni Collette), interviewed by Arthur in a dimly lit nightclub, has memories going back to their initial 1969 Sombrero Club encounter. Their marriage paralleled his Bowie-like ascent to fame as an innovative, bisexual rock star pushing the limits. Idolized by teens, Slade teamed up for a while with the drug-addicted Wild. Eventually, the marriage of Mandy and Slade comes to an end, and she hasn't seen him in seven years when she's interviewed by Arthur. The soundtrack features vintage music by Bryan Ferry, Lou Reed and Brian Eno, plus new tunes. Some background on the making of Velvet Goldmine is documented in producer Christine Vachon's book Shooting to Kill: How an Independent Producer Blasts Through the Barriers to Make Movies That Matter (Avon, 1998) by Vachon with Slate film critic David Edelstein.",R,Drama|Musical and Performing Arts,Todd Haynes,Todd Haynes,"Nov 6, 1998","May 18, 1999",,,119.0,,1998-11-06,1998-11-06,27,"Nov 6, 1998",The Siege,70000000,40934175,116625798
723,"At the 1998 Cannes Film Festival, American independent director Todd Haynes (Safe) received the ""Artistic Achievement"" award for this re-creation of the UK glam rock scene of the early '70s. Glam rock star Brian Slade (Jonathan Rhys Meyers), who does a character named Maxwell Demon, predicts his own death onstage. As per his prediction, this happens, but when the killing is exposed as a hoax, it marks the end of Slade's stardom. A decade later, in 1984, Brit reporter and former Slade fan Arthur Stuart (Christian Bale), who witnesses the hoax murder, gets the assignment to do a ""Whatever Happened To..?"" article, and the film's plot suddenly goes into a prismatic Citizen Kane mode, reflecting various angles on Slade's life and career. Arthur visits the wheelchair-bound Cecil (Michael Feast), who discovered Slade, and then tracks Slade through his early life and his initial encounter with outrageous, maniacal American singer Curt Wild (Ewan McGregor). Slade's rise begins as manager Jerry Divine (Brit comedian Eddie Izzard) moves in to take over the performer's career. Ex-wife Mandy Slade (Toni Collette), interviewed by Arthur in a dimly lit nightclub, has memories going back to their initial 1969 Sombrero Club encounter. Their marriage paralleled his Bowie-like ascent to fame as an innovative, bisexual rock star pushing the limits. Idolized by teens, Slade teamed up for a while with the drug-addicted Wild. Eventually, the marriage of Mandy and Slade comes to an end, and she hasn't seen him in seven years when she's interviewed by Arthur. The soundtrack features vintage music by Bryan Ferry, Lou Reed and Brian Eno, plus new tunes. Some background on the making of Velvet Goldmine is documented in producer Christine Vachon's book Shooting to Kill: How an Independent Producer Blasts Through the Barriers to Make Movies That Matter (Avon, 1998) by Vachon with Slate film critic David Edelstein.",R,Drama|Musical and Performing Arts,Todd Haynes,Todd Haynes,"Nov 6, 1998","May 18, 1999",,,119.0,,1998-11-06,1998-11-06,33,"Nov 6, 1998",Elizabeth,25000000,30082699,82150642
723,"At the 1998 Cannes Film Festival, American independent director Todd Haynes (Safe) received the ""Artistic Achievement"" award for this re-creation of the UK glam rock scene of the early '70s. Glam rock star Brian Slade (Jonathan Rhys Meyers), who does a character named Maxwell Demon, predicts his own death onstage. As per his prediction, this happens, but when the killing is exposed as a hoax, it marks the end of Slade's stardom. A decade later, in 1984, Brit reporter and former Slade fan Arthur Stuart (Christian Bale), who witnesses the hoax murder, gets the assignment to do a ""Whatever Happened To..?"" article, and the film's plot suddenly goes into a prismatic Citizen Kane mode, reflecting various angles on Slade's life and career. Arthur visits the wheelchair-bound Cecil (Michael Feast), who discovered Slade, and then tracks Slade through his early life and his initial encounter with outrageous, maniacal American singer Curt Wild (Ewan McGregor). Slade's rise begins as manager Jerry Divine (Brit comedian Eddie Izzard) moves in to take over the performer's career. Ex-wife Mandy Slade (Toni Collette), interviewed by Arthur in a dimly lit nightclub, has memories going back to their initial 1969 Sombrero Club encounter. Their marriage paralleled his Bowie-like ascent to fame as an innovative, bisexual rock star pushing the limits. Idolized by teens, Slade teamed up for a while with the drug-addicted Wild. Eventually, the marriage of Mandy and Slade comes to an end, and she hasn't seen him in seven years when she's interviewed by Arthur. The soundtrack features vintage music by Bryan Ferry, Lou Reed and Brian Eno, plus new tunes. Some background on the making of Velvet Goldmine is documented in producer Christine Vachon's book Shooting to Kill: How an Independent Producer Blasts Through the Barriers to Make Movies That Matter (Avon, 1998) by Vachon with Slate film critic David Edelstein.",R,Drama|Musical and Performing Arts,Todd Haynes,Todd Haynes,"Nov 6, 1998","May 18, 1999",,,119.0,,1998-11-06,1998-11-06,69,"Nov 6, 1998",The Waterboy,23000000,161491646,190191646
723,"At the 1998 Cannes Film Festival, American independent director Todd Haynes (Safe) received the ""Artistic Achievement"" award for this re-creation of the UK glam rock scene of the early '70s. Glam rock star Brian Slade (Jonathan Rhys Meyers), who does a character named Maxwell Demon, predicts his own death onstage. As per his prediction, this happens, but when the killing is exposed as a hoax, it marks the end of Slade's stardom. A decade later, in 1984, Brit reporter and former Slade fan Arthur Stuart (Christian Bale), who witnesses the hoax murder, gets the assignment to do a ""Whatever Happened To..?"" article, and the film's plot suddenly goes into a prismatic Citizen Kane mode, reflecting various angles on Slade's life and career. Arthur visits the wheelchair-bound Cecil (Michael Feast), who discovered Slade, and then tracks Slade through his early life and his initial encounter with outrageous, maniacal American singer Curt Wild (Ewan McGregor). Slade's rise begins as manager Jerry Divine (Brit comedian Eddie Izzard) moves in to take over the performer's career. Ex-wife Mandy Slade (Toni Collette), interviewed by Arthur in a dimly lit nightclub, has memories going back to their initial 1969 Sombrero Club encounter. Their marriage paralleled his Bowie-like ascent to fame as an innovative, bisexual rock star pushing the limits. Idolized by teens, Slade teamed up for a while with the drug-addicted Wild. Eventually, the marriage of Mandy and Slade comes to an end, and she hasn't seen him in seven years when she's interviewed by Arthur. The soundtrack features vintage music by Bryan Ferry, Lou Reed and Brian Eno, plus new tunes. Some background on the making of Velvet Goldmine is documented in producer Christine Vachon's book Shooting to Kill: How an Independent Producer Blasts Through the Barriers to Make Movies That Matter (Avon, 1998) by Vachon with Slate film critic David Edelstein.",R,Drama|Musical and Performing Arts,Todd Haynes,Todd Haynes,"Nov 6, 1998","May 18, 1999",,,119.0,,1998-11-06,1998-11-06,8,"Nov 6, 1998",Velvet Goldmine,9000000,1053788,4313644
723,"At the 1998 Cannes Film Festival, American independent director Todd Haynes (Safe) received the ""Artistic Achievement"" award for this re-creation of the UK glam rock scene of the early '70s. Glam rock star Brian Slade (Jonathan Rhys Meyers), who does a character named Maxwell Demon, predicts his own death onstage. As per his prediction, this happens, but when the killing is exposed as a hoax, it marks the end of Slade's stardom. A decade later, in 1984, Brit reporter and former Slade fan Arthur Stuart (Christian Bale), who witnesses the hoax murder, gets the assignment to do a ""Whatever Happened To..?"" article, and the film's plot suddenly goes into a prismatic Citizen Kane mode, reflecting various angles on Slade's life and career. Arthur visits the wheelchair-bound Cecil (Michael Feast), who discovered Slade, and then tracks Slade through his early life and his initial encounter with outrageous, maniacal American singer Curt Wild (Ewan McGregor). Slade's rise begins as manager Jerry Divine (Brit comedian Eddie Izzard) moves in to take over the performer's career. Ex-wife Mandy Slade (Toni Collette), interviewed by Arthur in a dimly lit nightclub, has memories going back to their initial 1969 Sombrero Club encounter. Their marriage paralleled his Bowie-like ascent to fame as an innovative, bisexual rock star pushing the limits. Idolized by teens, Slade teamed up for a while with the drug-addicted Wild. Eventually, the marriage of Mandy and Slade comes to an end, and she hasn't seen him in seven years when she's interviewed by Arthur. The soundtrack features vintage music by Bryan Ferry, Lou Reed and Brian Eno, plus new tunes. Some background on the making of Velvet Goldmine is documented in producer Christine Vachon's book Shooting to Kill: How an Independent Producer Blasts Through the Barriers to Make Movies That Matter (Avon, 1998) by Vachon with Slate film critic David Edelstein.",R,Drama|Musical and Performing Arts,Todd Haynes,Todd Haynes,"Nov 6, 1998","May 18, 1999",,,119.0,,1998-11-06,1998-11-06,7,"Nov 6, 1998",Gods and Monsters,3500000,6451628,6451628
731,"Independent film hero Jim Jarmusch followed Neil Young &amp; Crazy Horse during their 1996 world tour and captured it on handheld Super-8. Spliced with archival footage shot by Young and with current interviews from all band members and Young's father, the result is not so much an overview of the band's career as an homage to the power of the band's consistent and timeless work as a four-piece. With three other Neil Young concert films available on home video (Rust Never Sleeps, Weld, Neil Young Unplugged) Year of the Horse seems a bit redundant, but was obviously a labor of love for Jarmusch. Though the current concert footage seems to drag on (Crazy Horse's propensity for endless jamming isn't exciting every night), the old backstage interviews and a classic clip of live Young from 1976 is worth the viewing.",R,Documentary|Musical and Performing Arts,Jim Jarmusch,,"Oct 8, 1997","Oct 13, 1998",,,106.0,,1997-10-08,1997-10-08,30,"Oct 8, 1997",Seven Years in Tibet,70000000,37945884,131445884
740,"Director Joe Johnston takes over the creative reins from Steven Spielberg for this third installment in the thriller franchise. Sam Neill returns as Dr. Alan Grant, a scientist who's tricked by wealthy couple Paul and Amanda Kirby (William H. Macy and Tea Leoni) into a fly-over of Isla Sorna. The object of their sightseeing tour is one of the Costa Rican islands populated by ferocious, genetically bred dinosaurs and the ""site B"" setting of Jurassic Park 2: The Lost World (1997). After their plane crash-lands, it's revealed that the Kirbys are actually seeking their teenage son, lost on the island after a paragliding accident. Trapped on Isla Sorna, Grant and his companions discover some painful truths the hard way. Among their discoveries: some of the scaly monsters possess more advanced communicative abilities than previously believed, the dreaded Tyrannosaurus Rex has a larger and more lethal competitor, and flying Pteranodons pose an even graver threat than some of their land-locked brethren. Jurassic Park III is the first in the series not to be based upon a novel by original author Michael Crichton.",PG-13,Action and Adventure|Mystery and Suspense|Science Fiction and Fantasy,Joe Johnston,Jim Taylor|Alexander Payne|Peter Buchman,"Jul 18, 2001","Dec 11, 2001",,,92.0,Universal Pictures,2001-07-18,2001-07-18,30,"Jul 18, 2001",Jurassic Park III,93000000,181166115,365900000
741,The fourth (and final,R,Action and Adventure|Mystery and Suspense,Cedric Sundstrom,James Booth|David Geeves,"Mar 8, 1991","Dec 6, 2005",,,99.0,,1991-03-08,1991-03-08,33,"Mar 8, 1991",Nikita,7000000,5017971,5017971
742,"An off-beat love story provides the framework for this quirky British melodrama. Paul and Kim meet when their vehicles collide. Paul is fascinated with the attractive Kim. It turns out that the two were childhood friends in Catholic boys school, but back then, before the operation, Kim was named Karl.",R,Art House and International|Comedy|Drama|Romance,Richard Spence,Tony Merchant,"Sep 12, 1997","Feb 13, 2001",,,92.0,,1997-09-12,1997-09-12,38,"Sep 12, 1997",The Game,50000000,48265581,80369970
747,"Widely regarded as a comedy in 1960, The Apartment seems more melancholy with each passing year. Jack Lemmon plays C.C. Baxter, a go-getting office worker who loans his tiny apartment to his philandering superiors for their romantic trysts. He runs into trouble when he finds himself sharing a girlfriend (Shirley MacLaine) with his callous boss (Fred MacMurray). Director/co-writer Billy Wilder claimed that the idea for The Apartment stemmed from a short scene in the 1945 romantic drama Brief Encounter in which the illicit lovers (Trevor Howard and Celia Johnson) arrange a rendezvous in a third person's apartment. Wilder was intrigued about what sort of person would willingly vacate his residence to allow virtual strangers a playing field for hanky panky. His answer to that question wound up winning 6 Academy Awards, including Best Picture, Best Director, and Best Original Screenplay. The Apartment was adapted by Neil Simon and Burt Bacharach into the 1969 Broadway musical Promises, Promises.",NR,Classics|Comedy|Drama|Romance,Billy Wilder,,"Jun 15, 1960","Jun 19, 2001",,,125.0,,1960-06-15,1960-06-15,81,"Jun 15, 1960",The Apartment,3000000,18600000,24600000
754,"Moving from one parish to another in Northern California during the 1970s, Father Oliver O'Grady quickly won each congregation's trust and respect. Unbeknownst to them, O'Grady was a dangerously active pedophile that Church hierarchy, aware of his predilection, had harbored for more than 30 years, allowing him to abuse countless children.",NR,Documentary,Amy Berg,Amy Berg,"Oct 13, 2006","May 8, 2007",,,101.0,Lionsgate Films,2006-10-13,2006-10-13,34,"Oct 13, 2006",Alex Rider: Operation Stormbreaker,40000000,659210,20722450
754,"Moving from one parish to another in Northern California during the 1970s, Father Oliver O'Grady quickly won each congregation's trust and respect. Unbeknownst to them, O'Grady was a dangerously active pedophile that Church hierarchy, aware of his predilection, had harbored for more than 30 years, allowing him to abuse countless children.",NR,Documentary,Amy Berg,Amy Berg,"Oct 13, 2006","May 8, 2007",,,101.0,Lionsgate Films,2006-10-13,2006-10-13,42,"Oct 13, 2006",The Grudge 2,20000000,39143839,70743839
754,"Moving from one parish to another in Northern California during the 1970s, Father Oliver O'Grady quickly won each congregation's trust and respect. Unbeknownst to them, O'Grady was a dangerously active pedophile that Church hierarchy, aware of his predilection, had harbored for more than 30 years, allowing him to abuse countless children.",NR,Documentary,Amy Berg,Amy Berg,"Oct 13, 2006","May 8, 2007",,,101.0,Lionsgate Films,2006-10-13,2006-10-13,47,"Oct 13, 2006",Man of the Year,20000000,37442180,41342180
754,"Moving from one parish to another in Northern California during the 1970s, Father Oliver O'Grady quickly won each congregation's trust and respect. Unbeknownst to them, O'Grady was a dangerously active pedophile that Church hierarchy, aware of his predilection, had harbored for more than 30 years, allowing him to abuse countless children.",NR,Documentary,Amy Berg,Amy Berg,"Oct 13, 2006","May 8, 2007",,,101.0,Lionsgate Films,2006-10-13,2006-10-13,29,"Oct 13, 2006",One Night with the King,20000000,13395961,13725032
754,"Moving from one parish to another in Northern California during the 1970s, Father Oliver O'Grady quickly won each congregation's trust and respect. Unbeknownst to them, O'Grady was a dangerously active pedophile that Church hierarchy, aware of his predilection, had harbored for more than 30 years, allowing him to abuse countless children.",NR,Documentary,Amy Berg,Amy Berg,"Oct 13, 2006","May 8, 2007",,,101.0,Lionsgate Films,2006-10-13,2006-10-13,73,"Oct 13, 2006",The Marine,15000000,18844784,22165608
754,"Moving from one parish to another in Northern California during the 1970s, Father Oliver O'Grady quickly won each congregation's trust and respect. Unbeknownst to them, O'Grady was a dangerously active pedophile that Church hierarchy, aware of his predilection, had harbored for more than 30 years, allowing him to abuse countless children.",NR,Documentary,Amy Berg,Amy Berg,"Oct 13, 2006","May 8, 2007",,,101.0,Lionsgate Films,2006-10-13,2006-10-13,6,"Oct 13, 2006",Infamous,13000000,1151330,2613717
754,"Moving from one parish to another in Northern California during the 1970s, Father Oliver O'Grady quickly won each congregation's trust and respect. Unbeknownst to them, O'Grady was a dangerously active pedophile that Church hierarchy, aware of his predilection, had harbored for more than 30 years, allowing him to abuse countless children.",NR,Documentary,Amy Berg,Amy Berg,"Oct 13, 2006","May 8, 2007",,,101.0,Lionsgate Films,2006-10-13,2006-10-13,13,"Oct 13, 2006",Driving Lessons,4700000,239962,239962
1517,"To make waves on the campaign trail, a late-night political talkshow host runs for president--only to have his prank backfire when he actually wins the election.",PG,Comedy|Television,Barry Levinson,Barry Levinson,"Oct 13, 2006","Feb 20, 2007",$,"37,442,180",115.0,Universal Pictures,2006-10-13,2006-10-13,34,"Oct 13, 2006",Alex Rider: Operation Stormbreaker,40000000,659210,20722450
1517,"To make waves on the campaign trail, a late-night political talkshow host runs for president--only to have his prank backfire when he actually wins the election.",PG,Comedy|Television,Barry Levinson,Barry Levinson,"Oct 13, 2006","Feb 20, 2007",$,"37,442,180",115.0,Universal Pictures,2006-10-13,2006-10-13,42,"Oct 13, 2006",The Grudge 2,20000000,39143839,70743839
1517,"To make waves on the campaign trail, a late-night political talkshow host runs for president--only to have his prank backfire when he actually wins the election.",PG,Comedy|Television,Barry Levinson,Barry Levinson,"Oct 13, 2006","Feb 20, 2007",$,"37,442,180",115.0,Universal Pictures,2006-10-13,2006-10-13,47,"Oct 13, 2006",Man of the Year,20000000,37442180,41342180
1517,"To make waves on the campaign trail, a late-night political talkshow host runs for president--only to have his prank backfire when he actually wins the election.",PG,Comedy|Television,Barry Levinson,Barry Levinson,"Oct 13, 2006","Feb 20, 2007",$,"37,442,180",115.0,Universal Pictures,2006-10-13,2006-10-13,29,"Oct 13, 2006",One Night with the King,20000000,13395961,13725032
1517,"To make waves on the campaign trail, a late-night political talkshow host runs for president--only to have his prank backfire when he actually wins the election.",PG,Comedy|Television,Barry Levinson,Barry Levinson,"Oct 13, 2006","Feb 20, 2007",$,"37,442,180",115.0,Universal Pictures,2006-10-13,2006-10-13,73,"Oct 13, 2006",The Marine,15000000,18844784,22165608
1517,"To make waves on the campaign trail, a late-night political talkshow host runs for president--only to have his prank backfire when he actually wins the election.",PG,Comedy|Television,Barry Levinson,Barry Levinson,"Oct 13, 2006","Feb 20, 2007",$,"37,442,180",115.0,Universal Pictures,2006-10-13,2006-10-13,6,"Oct 13, 2006",Infamous,13000000,1151330,2613717
1517,"To make waves on the campaign trail, a late-night political talkshow host runs for president--only to have his prank backfire when he actually wins the election.",PG,Comedy|Television,Barry Levinson,Barry Levinson,"Oct 13, 2006","Feb 20, 2007",$,"37,442,180",115.0,Universal Pictures,2006-10-13,2006-10-13,13,"Oct 13, 2006",Driving Lessons,4700000,239962,239962
